OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
1040,AR1,2023,,ZMAP-2006-0002, ,2006/12/05 05:00:00+00,AR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1313.235903,105165.2064,1040,Agricultural Rural - 1,Rural business and residential uses: Base Density: 1.0 dwelling unit per 20 acres; Principal/Subordinate Subdivision: 1.0 dwelling unit per 10 acres; Cluster Subdivision: 1.0 dwelling unit per 5 acres,AR1
1041,PDRV,2023,,ZMAP-2002-0002, ,2003/06/02 04:00:00+00,PDRV  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,42848.40041,38680416.04,1041,Planned Development-Rural Village,"A rural, pedestrian oriented, mixed use community surrounded by the remaining farmland in an open space conservation easement.   Each village will be serviced by its own public water and sewer factility.",PDRV
1042,OP,2023,,ZMAP-1989-0038, ,1991/07/02 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5982.097121,1694350.827,1042,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1043,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9135.804647,3894185.761,1043,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1044,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2201.591268,166714.3545,1044,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1045,R4,2023,,ZMAP-1988-0031, ,1989/08/01 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6376.577357,1281511.398,1045,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1046,PDH3,2023,NV,ZMAP-2005-0004, ,2006/07/18 04:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8940.493421,4548300.419,1046,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1047,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,15353.00778,7715453.253,1047,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1048,PDH4,2023,,ZMAP-2002-0008, ,2002/10/08 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7788.703129,2625228.128,1048,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1049,AR1,2023,,ZMAP-2005-0042, ,2006/12/05 05:00:00+00,AR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2633.354455,360500.8976,1049,Agricultural Rural - 1,Rural business and residential uses: Base Density: 1.0 dwelling unit per 20 acres; Principal/Subordinate Subdivision: 1.0 dwelling unit per 10 acres; Cluster Subdivision: 1.0 dwelling unit per 5 acres,AR1
1050,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1394.272664,113514.2043,1050,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1051,PDH6,2023,,ZMAP-1988-0046,Z2000-0034,1989/11/06 05:00:00+00,PDH6  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1786.117162,144979.3579,1051,Planned Development Housing-6,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 6 units per acre.,PDH6
1052,R16,2023,28,ZMAP-2005-0022,,2006/12/05 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1723.001686,172980.7549,1052,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1053,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1229.397794,90769.93336,1053,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1054,GI,2023,,ZMAP-0000-0303,133,1981/04/20 04:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/03/26 04:00:00+00,2900.296697,457677.609,1054,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
1055,R4,2023,,ZMAP-1994-0003, ,1994/11/16 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1854.448467,181025.4473,1055,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1056,PDH3,2023,,ZMAP-2004-0006, ,2004/06/15 04:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,14729.70529,6768945.557,1056,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1057,OP,2023,,ZMAP-1985-0017, ,1986/10/20 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,519.5165026,10403.88307,1057,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1058,PDOP,1972,NV, , ,1900/01/01 05:00:00+00,PDOP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,1432.148753,86981.37061,1058,Planned Development-Office Park,"Office park established primarily for administrative, business, and professional offices designed in a parklike environment and subject to an adopted concept development plan.  This is for 1972 Ordinance only.",PDOP
1059,A10,2023,,ZMAP-1999-0020,Z2001-0009,2001/04/02 04:00:00+00,A10   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8503.226628,2321987.999,1059,Agriculture,Agriculture and low density residential development with a maximum density of one unit per 10 acres. Rural hamlet options.,A10
1060,PDH3,2023,, , ,1900/01/01 05:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3642.631374,206801.9868,1060,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1061,PDH4,2023,,ZMAP-0000-0326, ,1985/04/01 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6815.807511,1760401.95,1061,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1062,OP,2023,28,ZMAP-1987-0300, ,1988/07/18 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3656.783011,361766.5788,1062,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1063,R4,2023,,ZMAP-2006-0008, ,2007/06/13 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3272.420101,589761.4091,1063,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1064,OP,2023,28,ZMAP-1986-0058, ,1988/05/21 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3194.092519,373246.9665,1064,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1065,R2,2023,, , ,1900/01/01 05:00:00+00,R2  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9465.837321,4246936.047,1065,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
1066,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1266.567281,87644.32349,1066,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1067,R1,2023,NV, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9370.821644,4215275.295,1067,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1068,PDCCRC,2023,28,ZMAP-1989-0024, ,1990/02/20 05:00:00+00,PDCCRC2023,2022_0004,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7489.190668,927834.7793,1068,Planned Development-Commercial Center (Regional Center),"Large scale commercial centers which provide a wide range of retail, office, and service uses, with one or more anchor stores, to the regional market. Minimum of 60 acres with controlled access to arterial roads.",PDCCRC
1069,TC,2023,NV,ZMAP-2005-0008,,2007/01/16 05:00:00+00,TC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,12748.46753,3530540.268,1069,Town Center,"A district established to provide for a compatible mixture of commercial, cultural, institutional, governmental, and residential uses in compact pedestrian oriented, traditional town centers, in areas consistent with the General Plan & serving as focal points for substantial residential areas.",TC
1070,CCSC,2023,NV,ZMAP-1994-0004, ,1994/07/06 04:00:00+00,CCSC 2023,2020_0010,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6262.412306,1335211.136,1070,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
1071,PDH3,1972,,ZMAP-1984-0150, ,1985/07/17 04:00:00+00,PDH3  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,2261.407194,329657.1437,1071,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1072,PDRV,2023,,ZMAP-1994-0008, ,1995/05/17 04:00:00+00,PDRV  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,44487.67561,35929574.1,1072,Planned Development-Rural Village,"A rural, pedestrian oriented, mixed use community surrounded by the remaining farmland in an open space conservation easement.   Each village will be serviced by its own public water and sewer factility.",PDRV
1073,IP,2023,28,ZMAP-2004-0003, ,2004/06/08 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2375.346742,311207.4863,1073,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1074,R16,2023,NV, , ,1900/01/01 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1761.317883,190327.858,1074,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1075,PDIP,1972,28,ZMAP-1984-0008, ,1985/01/22 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,5209.306917,1061403.779,1075,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
1076,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9152.180051,3514566.352,1076,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1077,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1903.318824,200351.2879,1077,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
1078,R2,2023,, , ,1900/01/01 05:00:00+00,R2  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,12872.12317,6228589.503,1078,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
1079,R4,2023,,ZMAP-2005-0017,,2006/05/09 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3817.292866,544747.9881,1079,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1080,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,312.5803632,79.46739705,1080,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1081,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7041.015616,2515235.494,1081,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1082,TR10,2023,, , ,1900/01/01 05:00:00+00,TR10  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5042.850371,1265300.524,1082,Transitional Residential - 10,"Residential with cluster (70% open space); 1.0 dwelling unit per 10 acres, 1.2 dwelling units per 10 acres with ADU",TR10
1083,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3610.196859,452040.2226,1083,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1084,R2,2023,, , ,1900/01/01 05:00:00+00,R2  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1215.217374,86518.19235,1084,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
1085,PDH4,2023,,ZMAP-1998-0012,Z2000-0041,1999/11/17 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3040.653396,441411.3587,1085,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1086,CCSC,2023,,ZMAP-1987-0016, ,1989/10/17 04:00:00+00,CCSC 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3530.114975,708232.0037,1086,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
1087,R2,2023,, , ,1900/01/01 05:00:00+00,R2  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8259.634718,2680196.248,1087,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
1088,PDH3,2023,NV,ZMAP-1998-0008,Z2000-0047,1999/11/03 04:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3855.821545,364964.8037,1088,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1089,R2,2023,, ,Z2000-0017,1900/01/01 05:00:00+00,R2  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1527.444592,125289.9445,1089,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
1090,R4,2023,,ZMAP-1999-0015,Z2001-0003,2000/06/19 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2043.376166,248816.716,1090,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1091,R16,2023,28,ZMAP-1990-0022,Z2000-0042,1995/05/03 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5903.807379,1142434.689,1091,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1092,PDH4,2023,,ZMAP-1996-0002, ,1998/03/18 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2885.692071,433309.2712,1092,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1093,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,61.16673007,55.88976407,1093,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1094,PDH4,2023,, , ,1900/01/01 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2158.767029,89602.67014,1094,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1095,A3,2023,28, , ,1900/01/01 05:00:00+00,A3   2023,2021_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4101.941044,939792.041,1095,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
1096,R4,2023,NV, , ,1900/01/01 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,13711.41107,7187012.977,1096,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1097,PDH4,2023,,ZMAP-1998-0013, ,2000/03/06 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3812.207818,874349.1254,1097,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1098,IP,2023,, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1616.294752,66027.51299,1098,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1099,PDH4,2023,,ZMAP-2004-0025,0,2007/10/16 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3175.896553,579377.9602,1099,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1100,R8,2023,,ZMAP-1995-0002, ,1996/02/07 05:00:00+00,R8  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2250.419171,225187.8313,1100,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
1101,CR2,2023,, , ,1900/01/01 05:00:00+00,CR2   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4413.026291,685684.3151,1101,Countryside Residential-2,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 20,000 square feet served by public water/sewer in cluster/complact cluster options.",CR2
1102,PDH4,2023,,ZMAP-1999-0012,Z2001-0014,2000/11/06 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2088.432122,258774.0173,1102,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1103,CR2,2023,,,,1900/01/01 05:00:00+00,CR2   2023,2018_0033,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4733.493951,750435.8299,1103,Countryside Residential-2,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 20,000 square feet served by public water/sewer in cluster/complact cluster options.",CR2
1104,R8,2023,NV,ZMAP-1990-0022,Z2000-0042,1995/05/03 04:00:00+00,R8  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2142.659903,756.7162842,1104,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
1105,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5852.100676,1468228.769,1105,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1106,R16,2023,NV,ZMAP-1998-0008,Z2000-0047,1999/11/03 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6984.369659,1826515.993,1106,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1107,A3,2023,28, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,823.8033935,21688.11943,1107,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
1108,PDAAAR,2023,,ZMAP-2002-0016, ,2003/07/21 04:00:00+00,PDAAAR2023,2021_0019,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,15842.30126,13087811.46,1108,Planned Development-Active Adult/Age Restricted,"Planned adult residential communities 55 years or older. Max 30 dwelling units per acre, 36 dwelling units per acre with ADU, public sewer and water, and are served by one or more major arterial or collector roads. Consistent with locations designated for high-density urban residential development.",PDAAAR
1109,GI,2023,NV,ZMAP-1986-0019, ,1987/09/21 04:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7222.029205,847178.2087,1109,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
1110,PDH4,2023,NV,ZMAP-1986-0013, ,1987/09/21 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,56414.72902,56732570.2,1110,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1111,PDRV,2023,,ZMAP-2000-0007, ,2002/02/04 05:00:00+00,PDRV  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,44272.23905,47794533.17,1111,Planned Development-Rural Village,"A rural, pedestrian oriented, mixed use community surrounded by the remaining farmland in an open space conservation easement.   Each village will be serviced by its own public water and sewer factility.",PDRV
